"MedCodeId"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"Term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"Release"	"EmisCodeCategoryId"	"SH"	"Group"
"422871000006112"	20	"U40B"	"U40B.00"	"[x]poisoning by and exposure to other gas and vapours, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"422881000006110"	2	"U40C"	"U40C.00"	"[x]poisoning/exposure, ? intent, to pesticide"	37131007	61947011	NA	32	1	"unknown intent"
"422891000006113"	9	"U404"	"U404.00"	"[x]poisoning by and exposure to psychotropic drugs, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"422901000006112"	2	"U402"	"U402.00"	"[x]poisoning by and exposure to sedative hypnotics, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"422911000006110"	60	"U40y"	"U40y.00"	"[x]poisoning/exposure, ? intent, to unspecif chemical"	75478009	125363016	NA	32	1	"unknown intent"
"425121000006111"	1	"U443"	"U443.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence at sports and athletics area"	219334005	331761018	NA	32	1	"unknown intent"
"425131000006114"	1	"U445"	"U445.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence at trade and service area"	219334005	331761018	NA	32	1	"unknown intent"
"425141000006116"	1	"U446"	"U446.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence at industrial and construction area"	219334005	331761018	NA	32	1	"unknown intent"
"425151000006119"	2	"U442"	"U442.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence at school, other institution and public administrative area"	219334005	331761018	NA	32	1	"unknown intent"
"425181000006110"	2	"U44y"	"U44y.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence at other specified place"	219334005	331761018	NA	32	1	"unknown intent"
"425191000006113"	5	"U44z"	"U44z.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence at unspecified place"	63409001	105402016	NA	32	1	"unknown intent"
"425241000006113"	2	"U441"	"U441.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence in residential institution"	219334005	331761018	NA	32	1	"unknown intent"
"425251000006110"	1	"U444"	"U444.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence on street and highway"	219334005	331761018	NA	32	1	"unknown intent"
"425261000006112"	3	"U447"	"U447.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence on farm"	219334005	331761018	NA	32	1	"unknown intent"
"425271000006117"	6	"U440"	"U440.00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent, occurrence at home"	219334005	331761018	NA	32	1	"unknown intent"
"425281000006119"	10	"U44"	"U44..00"	"[x]rifle, shotgun and larger firearm discharge, undetermined intent"	419048002	2576906010	NA	32	1	"unknown intent"
"425831000006119"	600	"U20B-1"	"U20B.11"	"[x]self carbon monoxide poisoning"	271982007	407014015	NA	32	1	"self harm"
"425851000006114"	20000	"U2-1"	"U2...11"	"[x]self inflicted injury"	248062006	370336015	NA	32	1	"self harm"
"425881000006118"	20	"U20C-2"	"U20C.12"	"[x]self poisoning with paraquat"	242837004	363269015	NA	32	1	"self harm"
"426011000006110"	30	"U72"	"U72..00"	"[x]sequel intentn self-harm assault+event of undeterm intent"	362977000	482109012	NA	32	1	"self harm"
"428251000006115"	2000	"U2-3"	"U2...13"	"suicide"	44301001	73902019	NA	32	1	"attempted suicide"
"430331000006118"	2	"U4z2"	"U4z2.00"	"[x]unspecified event, undetermined intent, occurrence at school, other institution and public administrative area"	419048002	2576906010	NA	32	1	"unknown intent"
"430511000006118"	3	"U4z6"	"U4z6.00"	"[x]unspecified event, undetermined intent, occurrence at industrial and construction area"	419048002	2576906010	NA	32	1	"unknown intent"
"430521000006114"	1	"U4z4"	"U4z4.00"	"[x]unspecified event, undetermined intent, occurrence on street and highway"	419048002	2576906010	NA	32	1	"unknown intent"
"430531000006112"	2	"U4zy"	"U4zy.00"	"[x]unspecified event, undetermined intent, occurrence at other specified place"	419048002	2576906010	NA	32	1	"unknown intent"
"430541000006119"	1	"U4z1"	"U4z1.00"	"[x]unspecified event, undetermined intent, occurrence in residential institution"	419048002	2576906010	NA	32	1	"unknown intent"
"430551000006117"	5	"U4z3"	"U4z3.00"	"[x]unspecified event, undetermined intent, occurrence at sports and athletics area"	419048002	2576906010	NA	32	1	"unknown intent"
"430561000006115"	1	"U4z5"	"U4z5.00"	"[x]unspecified event, undetermined intent, occurrence at trade and service area"	419048002	2576906010	NA	32	1	"unknown intent"
"430571000006110"	100	"U4zz"	"U4zz.00"	"[x]unspecified event, undetermined intent, occurrence at unspecified place"	419048002	2576906010	NA	32	1	"unknown intent"
"430941000006110"	3	"U4z0"	"U4z0.00"	"[x]unspecified event, undetermined intent, occurrence at home"	419048002	2576906010	NA	32	1	"unknown intent"
"430951000006112"	1	"U4z7"	"U4z7.00"	"[x]unspecified event, undetermined intent, occurrence on farm"	419048002	2576906010	NA	32	1	"unknown intent"
"498561000006113"	100000	"TK-5"	"TK...15"	"suicide attempt"	82313006	136534019	NA	32	1	"attempted suicide"
"539941000006110"	200000	"TK-1"	"TK...11"	"intentional drug overdose"	59274003	98474017	NA	32	1	"self harm"
"737011000006115"	300	"TN6"	"TN6..00"	"injury ?accidental, by cutting and stabbing instruments"	219342006	331769016	NA	32	1	"unknown intent"
"739181000006115"	9	"TN2z"	"TN2z.00"	"injury ?accidental, poisoning by gas or vapour nos"	269735005	404278013	NA	32	1	"unknown intent"
"739191000006117"	7	"TN11"	"TN11.00"	"injury undetermined whether accidentally or purposely inflicted, poisoning by liquefied petrol gas distributed in mobile containers"	219320005	331747011	NA	32	1	"unknown intent"
"739201000006119"	200	"TN21"	"TN21.00"	"injury ?accidental, poisoning by other carbon monoxide"	17383000	29392014	NA	32	1	"unknown intent"
"739211000006116"	3	"TN02"	"TN02.00"	"injury ?accidental, poisoning by other sedative/hypnotic"	242975003	363435018	NA	32	1	"unknown intent"
"739221000006112"	7	"TN2y"	"TN2y.00"	"injury ?accidental, poisoning by other spec gas or vapour"	269735005	404278013	NA	32	1	"unknown intent"
"739231000006110"	30	"TN0z"	"TN0z.00"	"injury ?accidental, poisoning by solid or liquid subst nos"	269736006	404279017	NA	32	1	"unknown intent"
"739241000006117"	2	"TN03"	"TN03.00"	"injury ?accidental, poisoning by tranquilliser/psychotropic"	242975003	363435018	NA	32	1	"unknown intent"
"739291000006114"	3	"TN10"	"TN10.00"	"injury undetermined whether accidentally or purposely inflicted, poisoning by gas distributed by pipeline"	219319004	331746019	NA	32	1	"unknown intent"
"746881000006115"	60	"TN1"	"TN1..00"	"injury undetermined whether accidentally or purposely inflicted, poisoning by gases in domestic use"	219318007	331745015	NA	32	1	"unknown intent"
"746891000006117"	8	"TN20"	"TN20.00"	"injury undetermined whether accidentally or purposely inflicted, poisoning by motor vehicle exhaust gas"	219324001	331751013	NA	32	1	"unknown intent"
"746901000006118"	40	"TN2"	"TN2..00"	"injury ?accidental, poisoning by other gases"	269735005	404278013	NA	32	1	"unknown intent"
"746911000006115"	10	"TN04"	"TN04.00"	"injury ?accidental, poisoning by other spec drug/medicament"	242975003	363435018	NA	32	1	"unknown intent"
"746921000006111"	9	"TN1y"	"TN1y.00"	"injury ?accidental, poisoning by other utility gas"	219318007	331745015	NA	32	1	"unknown intent"
"746931000006114"	100	"TN0"	"TN0..00"	"injury ?accidental, poisoning by solid/liquid substances"	269736006	404279017	NA	32	1	"unknown intent"
"746941000006116"	2	"TN31"	"TN31.00"	"injury ?accidental, suffocation by plastic bag"	219330001	331757012	NA	32	1	"unknown intent"
"750041000006116"	100	"TKy"	"TKy..00"	"late effects of selfinflicted injury"	219174008	331588014	NA	32	1	"self harm"
"774751000006114"	100	"TNz"	"TNz..00"	"injury undetermined accidental or purposely inflicted nos"	269735005	404278013	NA	32	1	"unknown intent"
"774761000006111"	800	"TN"	"TN...00"	"injury undetermined whether accidentally or purposely inflicted"	269735005	404278013	NA	32	1	"unknown intent"
"776111000006116"	90	"TN6z"	"TN6z.00"	"injury ?accidental, by cutting or stabbing instrument nos"	219342006	331769016	NA	32	1	"unknown intent"
"776121000006112"	100	"TN84"	"TN84.00"	"injury of unknown intent by electrocution"	219359001	331786010	NA	32	1	"unknown intent"
"776131000006110"	7	"TN55"	"TN55.00"	"injury ?accidental, by explosive"	219340003	331767019	NA	32	1	"unknown intent"
"776141000006117"	200	"TN83"	"TN83.00"	"injury ?accidental, by extremes of cold"	219358009	331785014	NA	32	1	"unknown intent"
"776151000006115"	20	"TN5z"	"TN5z.00"	"injury ?accidental, by firearm or explosive nos"	219334005	331761018	NA	32	1	"unknown intent"
"776161000006118"	100	"TN5"	"TN5..00"	"injury ?accidental, by firearms and explosives"	219334005	331761018	NA	32	1	"unknown intent"
"776171000006113"	30	"TN50"	"TN50.00"	"injury ?accidental, by handgun"	219335006	331762013	NA	32	1	"unknown intent"
"776181000006111"	3	"TN52"	"TN52.00"	"injury ?accidental, by hunting rifle"	219337003	331764014	NA	32	1	"unknown intent"
"776191000006114"	4	"TN800"	"TN80000"	"injury undetermined whether accidentally or purposely inflicted, by jumping before moving object"	219353000	331780016	NA	32	1	"unknown intent"
"776201000006112"	7	"TN80"	"TN80.00"	"injury undetermined whether accidentally or purposely inflicted, by jumping or lying before moving object"	219352005	331779019	NA	32	1	"unknown intent"
"776211000006110"	5	"TN801"	"TN80100"	"injury undetermined whether accidentally or purposely inflicted, by lying before moving object"	219354006	331781017	NA	32	1	"unknown intent"
"776221000006119"	50	"TN8z"	"TN8z.00"	"injury ?accidental, by means nos"	269735005	404278013	NA	32	1	"unknown intent"
"776231000006116"	4	"TN53"	"TN53.00"	"injury ?accidental, by military firearms"	219338008	331765010	NA	32	1	"unknown intent"
"776241000006114"	70	"TN54"	"TN54.00"	"injury ?accidental, by other firearm"	219334005	331761018	NA	32	1	"unknown intent"
"776251000006111"	40	"TN8"	"TN8..00"	"injury ?accidental, by other means"	269735005	404278013	NA	32	1	"unknown intent"
"776261000006113"	30	"TN8y"	"TN8y.00"	"injury ?accidental, by other specified means"	269735005	404278013	NA	32	1	"unknown intent"
"776271000006118"	3000	"TN82"	"TN82.00"	"injury of unknown intent by scald"	219357004	331784013	NA	32	1	"unknown intent"
"776281000006115"	700	"TN51"	"TN51.00"	"injury ?accidental, by shotgun"	219336007	331763015	NA	32	1	"unknown intent"
"776291000006117"	3000	"TN61"	"TN61.00"	"injury of unknown intent by stabbing instrument"	219344007	331771016	NA	32	1	"unknown intent"
"776301000006116"	80	"TN4"	"TN4..00"	"injury ?accidental, drowning"	219333004	331760017	NA	32	1	"unknown intent"
"776311000006118"	500	"TN7"	"TN7..00"	"injury ?accidental, fall from high place"	219346009	331773018	NA	32	1	"unknown intent"
"776321000006114"	30	"TN7z"	"TN7z.00"	"injury ?accidental, fall from high place nos"	219346009	331773018	NA	32	1	"unknown intent"
"776331000006112"	30	"TN72"	"TN72.00"	"injury undetermined whether accidentally or purposely inflicted, fall from natural site"	219349002	331776014	NA	32	1	"unknown intent"
"776341000006119"	10	"TN71"	"TN71.00"	"injury of unknown intent due to fall from high man-made structure"	242977006	363437014	NA	32	1	"unknown intent"
"776351000006117"	60	"TN70"	"TN70.00"	"injury undetermined whether accidentally or purposely inflicted, fall from residential premises"	219347000	331774012	NA	32	1	"unknown intent"
"776361000006115"	60	"TN30"	"TN30.00"	"injury ?accidental, hanging"	219329006	331756015	NA	32	1	"unknown intent"
"776371000006110"	40	"TN3"	"TN3..00"	"injury ?accidental, hanging, strangulation and suffocation"	219328003	331755016	NA	32	1	"unknown intent"
"776381000006113"	6	"TN3z"	"TN3z.00"	"injury ?accidental, hanging/strangulation/suffocation nos"	269735005	404278013	NA	32	1	"unknown intent"
"776391000006111"	2	"TN80z"	"TN80z00"	"injury ?accidental, jumping/lying before moving object nos"	219352005	331779019	NA	32	1	"unknown intent"
"776401000006113"	10	"TN9"	"TN9..00"	"injury ?accidental, late effects"	219365001	331792016	NA	32	1	"unknown intent"
"776411000006111"	40	"TN3y"	"TN3y.00"	"injury ?accidental, other means of hang/strangle/suffocate"	269735005	404278013	NA	32	1	"unknown intent"
"776421000006115"	70	"TN07"	"TN07.00"	"injury ?accidental, poisoning by agricultural chemicals"	274912004	410812014	NA	32	1	"unknown intent"
"776431000006117"	60	"TN00"	"TN00.00"	"injury ?accidental, poisoning by analgesic or anti-pyretic"	242975003	363435018	NA	32	1	"unknown intent"
"776441000006110"	20	"TN08"	"TN08.00"	"injury ?accidental, poisoning by arsenic or its compounds"	418685002	2573606016	NA	32	1	"unknown intent"
"776451000006112"	3	"TN01"	"TN01.00"	"injury ?accidental, poisoning by barbiturate"	418108003	2576910013	NA	32	1	"unknown intent"
"776461000006114"	80	"TN06"	"TN06.00"	"injury ?accidental, poisoning by corrosive/caustic substance"	418409002	2573607013	NA	32	1	"unknown intent"
"776471000006119"	30	"TN05"	"TN05.00"	"injury ?accidental, poisoning by drug or medicament nos"	242975003	363435018	NA	32	1	"unknown intent"
"776481000006116"	20	"TN1z"	"TN1z.00"	"injury ?accidental, poisoning by gas in domestic use nos"	219318007	331745015	NA	32	1	"unknown intent"
"776771000006114"	1	"TN010"	"TN01000"	"injury ?accidental poisoning by amylobarbitone"	291007005	431048013	NA	32	1	"unknown intent"
"776781000006112"	1	"TN011"	"TN01100"	"injury ?accidental poisoning by barbitone"	291024004	431067012	NA	32	1	"unknown intent"
"776791000006110"	1	"TN01z"	"TN01z00"	"injury ?accidental poisoning by barbiturate nos"	418108003	2576910013	NA	32	1	"unknown intent"
"776801000006111"	1	"TN012"	"TN01200"	"injury ?accidental poisoning by butabarbitone"	291011004	431054014	NA	32	1	"unknown intent"
"776811000006114"	2	"TN013"	"TN01300"	"injury ?accidental poisoning by pentobarbitone"	291027006	431070011	NA	32	1	"unknown intent"
"776821000006118"	5000	"TN81"	"TN81.00"	"injury of unknown intent by burns or fire"	219356008	331783019	NA	32	1	"unknown intent"
"776831000006115"	60	"TN87"	"TN87.00"	"injury undetermined whether accidentally or purposely inflicted, by caustic substances, excluding poisoning"	219362003	331789015	NA	32	1	"unknown intent"
"776841000006113"	30	"TN86"	"TN86.00"	"injury undetermined whether accidentally or purposely inflicted, by crashing of aircraft"	219361005	331788011	NA	32	1	"unknown intent"
"776851000006110"	100	"TN85"	"TN85.00"	"injury undetermined whether accidentally or purposely inflicted, by crashing of motor vehicle"	219360006	331787018	NA	32	1	"unknown intent"
"776861000006112"	600	"TN60"	"TN60.00"	"injury ?accidental, by cutting instrument"	219343001	331770015	NA	32	1	"unknown intent"
"854651000006117"	10000	"EGTON59"	""	"alcohol overdose"	854651000006101	854651000006117	NA	32	1	"unknown intent"
"900301000006117"	4	"T-98"	"T....98"	"suicide/assault/other inj caus"	213769004	900301000006117	NA	32	1	"attempted suicide"
"902521000006116"	40	"TK-99"	"TK...99"	"suicide - successful"	269725004	902521000006116	NA	32	1	"attempted suicide"
"902531000006118"	200	"TK05-98"	"TK05.98"	"suicide - drug overdose"	681111000000102	902531000006118	NA	32	1	"attempted suicide"
"902541000006111"	30000	"TK05-99"	"TK05.99"	"attempt suicide -drug overdose"	681111000000102	902541000006111	NA	32	1	"attempted suicide"
"902561000006110"	60	"TK1-99"	"TK1..99"	"attempt suicide - domestic gas"	288311002	902561000006110	NA	32	1	"attempted suicide"
"902571000006115"	40	"TK20-98"	"TK20.98"	"suicide - car exhaust"	219131005	902571000006115	NA	32	1	"attempted suicide"
"902581000006117"	200	"TK20-99"	"TK20.99"	"attempt suicide - car exhaust"	269808005	902581000006117	NA	32	1	"attempted suicide"
"902591000006119"	100	"TK30-98"	"TK30.98"	"suicide - hanging"	219137009	902591000006119	NA	32	1	"attempted suicide"
"902601000006110"	400	"TK30-99"	"TK30.99"	"attempt suicide - hanging"	287181000	902601000006110	NA	32	1	"attempted suicide"
"902611000006113"	1	"TK31-98"	"TK31.98"	"suicide - suffocate"	269726003	902611000006113	NA	32	1	"attempted suicide"
"902621000006117"	10	"TK31-99"	"TK31.99"	"attempt suicide - suffocate"	287182007	902621000006117	NA	32	1	"attempted suicide"
"902631000006119"	7	"TK4-98"	"TK4..98"	"suicide - drowning"	219141008	902631000006119	NA	32	1	"attempted suicide"
"902641000006112"	80	"TK4-99"	"TK4..99"	"attempt suicide - drowning"	287183002	902641000006112	NA	32	1	"attempted suicide"
"902651000006114"	7	"TK5-98"	"TK5..98"	"suicide - firearms"	219142001	902651000006114	NA	32	1	"attempted suicide"
"902661000006111"	10	"TK5-99"	"TK5..99"	"attempt suicide - firearms"	287184008	902661000006111	NA	32	1	"attempted suicide"
"902671000006116"	20	"TK6-98"	"TK6..98"	"suicide - cut/stab"	219150005	902671000006116	NA	32	1	"attempted suicide"
"902681000006118"	900	"TK6-99"	"TK6..99"	"attempt suicide - cut/stab"	287185009	902681000006118	NA	32	1	"attempted suicide"
"902691000006115"	20	"TK7-98"	"TK7..98"	"suicide - jump from high"	219155000	902691000006115	NA	32	1	"attempted suicide"
"902701000006115"	100	"TK7-99"	"TK7..99"	"attempt suicide-jump from high"	287186005	902701000006115	NA	32	1	"attempted suicide"
"902711000006117"	40	"TKz-98"	"TKz..98"	"suicide - nos"	684281000000100	902711000006117	NA	32	1	"attempted suicide"
"902721000006113"	200	"TKz-99"	"TKz..99"	"attempt suicide - nos"	684281000000100	902721000006113	NA	32	1	"attempted suicide"
"902901000006117"	100	"TN-99"	"TN...99"	"injury:?accidental/?purposeful"	269735005	902901000006117	NA	32	1	"unknown intent"
"939391000006111"	2	"TN010-1"	"TN01011"	"injury ?accidental poisoning by amobarbital"	291007005	431048013	NA	32	1	"unknown intent"
"971271000006116"	40	"TRIQQIN7"	""	"injury from deliberate self harm"	971271000006100	971271000006116	NA	37	1	"self harm"
"981161000006110"	70	"EMISCAT2"	""	"attempts suicide/homicide"	981161000006106	981161000006110	NA	27	1	"attempted suicide"
"981171000006115"	20000	"EMISCSE4"	""	"self-harm"	981171000006104	981171000006115	NA	27	1	"self harm"
"991081000006119"	1	"TK-98"	"TK...98"	"attempt suicide - nos"	82313006	991081000006119	NA	32	1	"attempted suicide"
"1157631000000118"	10000	"14K1"	"14K1.00"	"intentional overdose of prescription only medication"	518431000000101	1157631000000118	NA	32	1	"self harm"
"1773231000006111"	20	"EMISNQSU33"	""	"suspected drug overdose"	1773231000006107	1773231000006111	NA	27	1	"unknown intent"
"1793911000000112"	6000	"1JP"	"1JP..00"	"suspected drug overdose"	473128000	2956125011	NA	27	1	"unknown intent"
"1821291000006113"	1	"JHCRE18"	""	"recent suicide attempt"	1821291000006109	1821291000006113	NA	32	1	"attempted suicide"
"1984251000006119"	40	"EMISNQMA147"	""	"manchester triage - overdose / poisoning"	1984251000006103	1984251000006119	NA	1	1	"unknown intent"
"1984301000006114"	1	"EMISNQMA152"	""	"manchester triage - self-harm"	1984301000006105	1984301000006114	NA	1	1	"self harm"
"3402101000006114"	10	"^ESCTSU340210"	""	"suicide attempt by inadequate means"	55554002	92342017	NA	32	1	"attempted suicide"
"3402131000006118"	1	"^ESCTPA340213"	""	"parasuicide"	55554002	497298013	NA	32	1	"attempted suicide"
"3404271000006117"	80000	"^ESCTDR340427"	""	"drug overdose"	55680006	92561019	NA	32	1	"unknown intent"
"3404281000006119"	1000	"^ESCTOV340428"	""	"overdose"	55680006	92564010	NA	32	1	"unknown intent"
"3606501000006117"	2	"^ESCTUN360650"	""	"undetermined manner of death, suicide suspected"	68023007	112991010	NA	27	1	"attempted suicide"
"4177381000006112"	2	"^ESCTSE417738"	""	"self abuse"	110286006	175063013	NA	32	1	"self harm"
"4911911000006118"	90	"^ESCTSU491191"	""	"suicide and selfinflicted poisoning by analgesics, antipyretics and anti-rheumatics"	219108005	331520016	NA	32	1	"self harm"
"4912041000006110"	30	"^ESCTSE491204"	""	"self poisoning by corrosive or caustic substance"	219122005	331536019	NA	32	1	"self harm"
"4912071000006119"	2	"^ESCTSU491207"	""	"suicide and selfinflicted poisoning by gases in domestic use"	219125007	331539014	NA	32	1	"self harm"
"4912101000006112"	8	"^ESCTSE491210"	""	"self poisoning by motor vehicle exhaust gas"	219131005	331545018	NA	32	1	"self harm"
"4912141000006114"	30	"^ESCTSU491214"	""	"suicide or attempted suicide by hanging"	219137009	331551011	NA	32	1	"attempted suicide"
"4912221000006112"	90	"^ESCTSU491222"	""	"suicide or selfinflicted injury by cutting and stabbing"	219150005	331564012	NA	32	1	"self harm"
"4912231000006110"	200	"^ESCTSU491223"	""	"suicide or selfinflicted injury by cutting"	219151009	331565013	NA	32	1	"self harm"
"4912251000006115"	60	"^ESCTSU491225"	""	"suicide or selfinflicted injury by stabbing"	219153007	331567017	NA	32	1	"self harm"
"4912351000006114"	3	"^ESCTSU491235"	""	"suicide or self injury by electric current"	219168008	331582010	NA	32	1	"self harm"
"4913221000006119"	2	"^ESCTHA491322"	""	"hanging, strangulation or suffocation of unknown intent"	219328003	2575756019	NA	32	1	"unknown intent"
"4913231000006116"	20	"^ESCTHA491323"	""	"hanging of unknown intent"	219329006	331756015	NA	32	1	"unknown intent"
"4913251000006111"	4	"^ESCTDR491325"	""	"drowning or immersion of unknown intent"	219333004	331760017	NA	32	1	"unknown intent"
"4913261000006113"	4	"^ESCTIN491326"	""	"injury of unknown intent by firearms and explosives"	219334005	331761018	NA	32	1	"unknown intent"
"4913281000006115"	40	"^ESCTIN491328"	""	"injury of unknown intent by shotgun"	219336007	331763015	NA	32	1	"unknown intent"
"4913321000006114"	20	"^ESCTIN491332"	""	"injury of unknown intent by sharp instrument"	219342006	331769016	NA	32	1	"unknown intent"
"4913331000006112"	10	"^ESCTIN491333"	""	"injury of unknown intent by cutting instrument"	219343001	331770015	NA	32	1	"unknown intent"
"4913351000006117"	10	"^ESCTIN491335"	""	"injury of unknown intent due to fall from height"	219346009	331773018	NA	32	1	"unknown intent"
"4913431000006117"	3	"^ESCTIN491343"	""	"injury of unknown intent by extremes of cold"	219358009	331785014	NA	32	1	"unknown intent"
"4934351000006113"	1	"^ESCTSE493435"	""	"self-electrocution"	224946001	338098015	NA	31	1	"self harm"
"4934371000006115"	7	"^ESCTTH493437"	""	"throwing self in front of vehicle"	224948000	338100015	NA	32	1	"self harm"
"4934391000006119"	1	"^ESCTTH493439"	""	"throwing self in front of train"	224949008	338102011	NA	31	1	"self harm"
"4935681000006113"	10	"^ESCTHA493568"	""	"hanging self"	225049000	338229014	NA	31	1	"self harm"
"4935701000006111"	7	"^ESCTSE493570"	""	"self-strangulation"	225052008	338232012	NA	31	1	"self harm"
"4935711000006114"	2	"^ESCTSE493571"	""	"self-asphyxiation"	225053003	338233019	NA	31	1	"self harm"
"5128511000006117"	80	"^ESCTRE512851"	""	"repetitive self-excoriation"	238958004	358120010	NA	32	1	"self harm"
"5172921000006116"	2000	"^ESCTOV517292"	""	"overdose of opiate"	242253008	362543016	NA	32	1	"unknown intent"
"5172931000006118"	1	"^ESCTNA517293"	""	"narcotic overdose"	242253008	3331835017	NA	32	1	"unknown intent"
"5179191000006112"	6	"^ESCTIN517919"	""	"intentional non-opiate analgesic overdose"	242823008	2870996011	NA	31	1	"self harm"
"5179201000006110"	1000	"^ESCTIN517920"	""	"intentional paracetamol overdose"	242824002	363247010	NA	31	1	"self harm"
"5179211000006113"	40	"^ESCTIN517921"	""	"intentional aspirin overdose"	242825001	363248017	NA	31	1	"self harm"
"5179221000006117"	5	"^ESCTIN517922"	""	"intentional overdose by combination analgesic"	242826000	363251012	NA	31	1	"self harm"
"5179241000006112"	30	"^ESCTIN517924"	""	"intentional opiate analgesic overdose"	242828004	2872241016	NA	31	1	"self harm"
"5179251000006114"	10	"^ESCTIN517925"	""	"intentional diamorphine overdose"	242829007	2870890018	NA	31	1	"self harm"
"5179271000006116"	2	"^ESCTIN517927"	""	"intentional dihydrocodeine overdose"	242830002	2870692011	NA	31	1	"self harm"
"5179281000006118"	3	"^ESCTIN517928"	""	"intentional methadone overdose"	242831003	363260016	NA	31	1	"self harm"
"5179291000006115"	30	"^ESCTIN517929"	""	"intentional benzodiazepine overdose"	242832005	2871634015	NA	31	1	"self harm"
"5179301000006119"	60	"^ESCTIN517930"	""	"intentional diazepam overdose"	242833000	363263019	NA	31	1	"self harm"
"5179321000006112"	10	"^ESCTIN517932"	""	"intentional temazepam overdose"	242835007	363267018	NA	31	1	"self harm"
"5179361000006118"	2	"^ESCTSE517936"	""	"self poisoning by gas"	242839001	363271015	NA	32	1	"self harm"
"5179371000006113"	5	"^ESCTSE517937"	""	"self poisoning by carbon monoxide"	242840004	363272010	NA	31	1	"self harm"
"5179431000006115"	1	"^ESCTSU517943"	""	"suicide or self injury by jumping from bridge"	242844008	363276013	NA	31	1	"self harm"
"5179531000006116"	5	"^ESCTSE517953"	""	"self injury by cigarette burn"	242853001	363294019	NA	31	1	"self harm"
"5252401000006117"	10	"^ESCTSE525240"	""	"self-harm"	248061004	370333011	NA	31	1	"self harm"
"5252431000006113"	3000	"^ESCTDE525243"	""	"deliberate self-harm"	248062006	370335016	NA	32	1	"self harm"
"5252501000006116"	9	"^ESCTSE525250"	""	"self-injurious behavior"	248062006	370343014	NA	32	1	"self harm"
"5252511000006118"	1	"^ESCTSE525251"	""	"self-mutilation of hands"	248064007	370345019	NA	31	1	"self harm"
"5252541000006119"	1	"^ESCTSE525254"	""	"self-mutilation of ears"	248067000	370348017	NA	31	1	"self harm"
"5252551000006117"	1	"^ESCTSE525255"	""	"self-inflicted skin problems"	248068005	370349013	NA	31	1	"self harm"
"5252591000006111"	30	"^ESCTSC525259"	""	"scratches self"	248071002	370353010	NA	31	1	"self harm"
"5252601000006115"	20	"^ESCTBI525260"	""	"biting self"	248072009	370354016	NA	31	1	"self harm"
"5252621000006113"	5000	"^ESCTCU525262"	""	"cutting self"	248073004	370357011	NA	32	1	"self harm"
"5252631000006111"	5	"^ESCTCU525263"	""	"cuts self"	248073004	370356019	NA	32	1	"self harm"
"5513141000006117"	10	"^ESCTSU551314"	""	"suicide and self harm"	269725004	404266014	NA	32	1	"self harm"
"5513191000006114"	2	"^ESCTSE551319"	""	"self injury with external chemical burn"	269729005	404272014	NA	31	1	"self harm"
"5513271000006118"	4	"^ESCTPO551327"	""	"poisoning of undetermined intent"	269736006	2579269011	NA	32	1	"unknown intent"
"5513281000006115"	20	"^ESCTPO551328"	""	"poisoning of unknown intent"	269736006	404279017	NA	32	1	"unknown intent"
"5513511000006112"	20	"^ESCTAT551351"	""	"attempt suicide - car exhaust"	269808005	404422014	NA	32	1	"attempted suicide"
"5561371000006113"	20	"^ESCTDR556137"	""	"drug overdose - suicide"	274228002	410006017	NA	31	1	"attempted suicide"
"5567621000006111"	3	"^ESCTSE556762"	""	"self poisoning by agricultural chemical"	274912004	410812014	NA	32	1	"self harm"
"5568091000006119"	20	"^ESCTSE556809"	""	"self-inflicted skin lesions"	274949005	410862016	NA	31	1	"self harm"
"5591421000006115"	2000	"^ESCTSE559142"	""	"self inflicted injury"	276853009	413174019	NA	32	1	"self harm"
"5595031000006111"	10	"^ESCTIN559503"	""	"intentional non-steroidal anti-inflammatory agent overdose"	277131000	2871635019	NA	31	1	"self harm"
"5692031000006111"	40	"^ESCTBU569203"	""	"burning self"	284744004	423516018	NA	32	1	"self harm"
"5692171000006110"	40	"^ESCTHI569217"	""	"hitting self"	284756003	423529018	NA	32	1	"self harm"
"5692181000006113"	7	"^ESCTPU569218"	""	"punching self"	284757007	423530011	NA	31	1	"self harm"
"5692191000006111"	2	"^ESCTSL569219"	""	"slapping self"	284758002	423531010	NA	31	1	"self harm"
"5692201000006114"	8	"^ESCTST569220"	""	"stabbing self"	284759005	423532015	NA	31	1	"self harm"
