"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antipsychotic"
"87757"	2	"Zaponex 200mg orodispersible tablets (Leyden Delta B.V.)"	"Clozapine"	"200mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"85386"	7	"Chlorpromazine 100mg tablets (Thornton & Ross Ltd)"	"Chlorpromazine"	"100mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"7985"	68	"STEMETIL 2.5 MG SUP"	"Prochlorperazine"	NA	"Suppository"	"Rectal"	"Unknown"	"Prochlorperazine"
"22049"	16657	"Clopixol 200mg/1ml solution for injection ampoules (Lundbeck Ltd)"	"Zuclopenthixol"	"200mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"85686"	34	"Quetiapine 200mg tablets (Teva UK Ltd)"	"Quetiapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"17504"	808	"Zotepine 25mg tablets"	"Zotepine"	"25mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Zotepine"
"52076"	32	"Amisulpride 12.5mg/5ml oral solution"	"Amisulpride"	"2.5mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"77885"	8	"Olanzapine 7.5mg orodispersible tablets sugar free"	"Olanzapine"	"7.5mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"80863"	1	"Quetiapine 150mg/5ml oral solution"	"Quetiapine"	"30mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"9590"	9961	"Prochlorperazine 5mg effervescent granules sachets sugar free"	"Prochlorperazine"	"5mg"	"Effervescent granules"	"Oral"	"Unknown"	"Prochlorperazine"
"34630"	19	"Chlorpromazine 50mg tablets (Thornton & Ross Ltd)"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"47013"	336	"Haloperidol 1mg/5ml oral suspension"	"Haloperidol"	"200microgram/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"37705"	949	"Chlorpromazine 100mg/5ml suspension"	"Chlorpromazine"	"100mg/5ml"	"Suspension"	"Oral"	"Antipsychotic Products/-"	"Chlorpromazine"
"5014"	69790	"Levomepromazine 25mg tablets"	"Levomepromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"46960"	32	"Chlorpromazine 100mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Chlorpromazine"	"100mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"59548"	1	"Risperidone 2mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"2mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"37501"	1033	"Paliperidone 9mg modified-release tablets"	"Paliperidone"	"9mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Paliperidone"
"87450"	9	"Risperidone 250microgram tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"250microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"65472"	3	"Risperidone 3mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"38262"	35381	"Haloperidol 5mg/1ml solution for injection ampoules"	"Haloperidol"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"11799"	1681	"Risperdal 6mg tablets (Janssen-Cilag Ltd)"	"Risperidone"	"6mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"90309"	304	"Quetiapine 400mg tablets"	"Quetiapine"	"400mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"45810"	4159	"Haloperidol 10mg/5ml oral solution sugar free"	"Haloperidol"	"2mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"43020"	3	"Haloperidol Oral solution"	"Haloperidol"	NA	"Oral Solution"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"2621"	234413	"Haloperidol 5mg tablets"	"Haloperidol"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"67364"	0	"Haloperidol 5mg tablets (Crescent Pharma Ltd)"	"Haloperidol"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"31171"	37	"Chlorpromazine 50mg tablets (A A H Pharmaceuticals Ltd)"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"72822"	0	"Abilify 5mg tablets (Waymade Healthcare Plc)"	"Aripiprazole"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"3955"	2402	"Tranylcypromine with trifluoperazine Tablet"	"Trifluoperazine"	NA	"Tablet"	"Oral"	"Antipsychotic Products/Monoamine-Oxidase Inhibitors (MAOI)"	"Trifluoperazine"
"12616"	3844	"Loxapine 10mg capsules"	"Loxapine"	"10mg"	"Oral capsule"	"Oral"	"Unknown"	"Loxapine"
"72543"	0	"Risperidone 2mg tablets (Accord-UK Ltd)"	"Risperidone"	"2mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"46945"	31	"Promazine 25mg Tablet (Biorex Laboratories Ltd)"	"Promazine"	"25mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Promazine"
"83575"	4	"Quetiapine 100mg tablets (Lupin Healthcare (UK) Ltd)"	"Quetiapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"31747"	3	"CHLORPROMAZINE HYDROCHLORIDE"	"Chlorpromazine"	NA	NA	NA	"Unknown"	"Chlorpromazine"
"60842"	0	"Quetiapine 100mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Quetiapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"60908"	3167	"Chlorpromazine 10mg capsules"	"Chlorpromazine"	"10mg"	"Oral capsule"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Chlorpromazine"
"47167"	354	"Asenapine 10mg sublingual tablets sugar free"	"Asenapine"	"10mg"	"Sublingual tablet"	"Sublingual"	"Products Used For Mania And Hypomania"	"Asenapine"
"71594"	1	"Aripiprazole 7.5mg/ml oral solution"	"Aripiprazole"	"7.5mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"73148"	0	"Prochlorperazine 5mg tablets (Bristol Laboratories Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"86490"	1	"Chlorprothixene 15mg tablets"	"Chlorprothixene"	"15mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Chlorprothixene"
"8044"	1569	"Redeptin 2mg/ml Injection (Janssen-Cilag Ltd)"	"Fluspirilene"	"2mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluspirilene"
"63833"	31	"Olanzapine 2.5mg tablets (Zentiva Pharma UK Ltd)"	"Olanzapine"	"2.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"30487"	277	"Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd)"	"Clozapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"2094"	6419	"Haldol Decanoate 50mg/1ml solution for injection ampoules (Essential Pharma Ltd)"	"Haloperidol"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs/Antipsychotic Depot Injections"	"Haloperidol"
"70312"	1	"Quetiapine 200mg tablets (A A H Pharmaceuticals Ltd)"	"Quetiapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"79430"	0	"Risperidone 500microgram orodispersible tablets sugar free (Krka UK Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"6109"	273	"Solian 400 tablets (Sanofi)"	"Amisulpride"	"400mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"87431"	1	"Aripiprazole 10mg tablets (Milpharm Ltd)"	"Aripiprazole"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"85703"	0	"Amisulpride 100mg/ml oral solution sugar free (Advanz Pharma)"	"Amisulpride"	"100mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"85"	4430733	"Prochlorperazine 5mg tablets"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"56143"	6331	"Olanzapine 15mg orodispersible tablets"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"57114"	1	"Abilify 5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Aripiprazole"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"25835"	39	"Moditen enanthate 25mg/ml Injection (Sanofi-Synthelabo Ltd)"	"Fluphenazine"	"25mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"35141"	4072	"Risperidone 3mg orodispersible tablets sugar free"	"Risperidone"	"3mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"76560"	1	"Risperdal 2mg tablets (Lexon (UK) Ltd)"	"Risperidone"	"2mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"6524"	165810	"Amisulpride 100mg tablets"	"Amisulpride"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"46351"	7264	"Paliperidone 150mg/1.5ml prolonged-release suspension for injection pre-filled syringes"	"Paliperidone"	"100mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"77489"	11	"Promazine 50mg/5ml Liquid (Genus Pharmaceuticals Ltd)"	"Promazine"	"50mg/5ml"	"Liquid"	NA	"Antipsychotic Products"	"Promazine"
"25015"	27	"DEPIXOL-CONC (1ML AMP)"	"Flupentixol"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Flupentixol"
"5283"	2593613	"Quetiapine 25mg tablets"	"Quetiapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"89493"	111	"Risperdal 1mg tablets (Dowelhurst Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"1318"	123786	"Stelazine 1mg tablets (Mercury Pharma Group Ltd)"	"Trifluoperazine"	"1mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"
"10675"	2067	"Thioridazine 100mg/5ml oral suspension"	"Thioridazine"	"20mg/1ml"	"Oral suspension"	"Oral"	"Unknown"	"Thioridazine"
"63511"	0	"Risperidone 1mg tablets (Actavis UK Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"89709"	43	"Aripiprazole 15mg tablets (Kent Pharma (UK) Ltd)"	"Aripiprazole"	"15mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"80350"	124	"Cariprazine 3mg capsules"	"Cariprazine"	"3mg"	"Oral capsule"	"Oral"	"Antipsychotic Products"	"Cariprazine"
"6373"	15740	"Risperidone 1mg orodispersible tablets sugar free"	"Risperidone"	"1mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"70112"	418	"Haloperidol 200micrograms/ml oral solution sugar free"	"Haloperidol"	"200microgram/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"70515"	28	"Levomepromazine maleate 6mg/5ml oral solution"	"Levomepromazine"	"1.2mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"67799"	523	"Promazine 50mg/5ml oral suspension"	"Promazine"	"10mg/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"51551"	2	"Stemetil 5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"80862"	2	"Quetiapine 75mg/5ml oral suspension"	"Quetiapine"	"15mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"89959"	18	"Chlorpromazine 50mg tablets (Kent Pharma (UK) Ltd)"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"5192"	12359	"Haloperidol 1mg/5ml sugar free Oral solution"	"Haloperidol"	"1mg/5ml"	"Oral Solution"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"25063"	4	"HALOPERIDOL 100mg/ml"	"Haloperidol"	NA	NA	NA	"Unknown"	"Haloperidol"
"21199"	1008	"Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd)"	"Clozapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"69637"	214	"Mintreleq XL 200mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"32772"	320	"Prochlorperazine 5mg tablets (Viatris UK Healthcare Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"2154"	361284	"Chlorpromazine 100mg tablets"	"Chlorpromazine"	"100mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"59215"	0	"Quetiapine 150mg tablets (Sun Pharma UK Ltd)"	"Quetiapine"	"150mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"47881"	1	"Thioridazine 25mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Thioridazine"	"5mg/1ml"	"Oral solution"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"74591"	105	"Atrolak XL 300mg tablets (Accord-UK Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"67777"	0	"Pericyazine 2.5mg tablets (Zentiva Pharma UK Ltd)"	"Pericyazine"	"2.5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Pericyazine"
"14717"	3342	"Zyprexa 5mg Velotabs (Neon Healthcare Ltd)"	"Olanzapine"	"5mg"	"Oral lyophilisate"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"15157"	1137	"Melleril 100mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)"	"Thioridazine"	"20mg/1ml"	"Oral suspension"	"Oral"	"Unknown"	"Thioridazine"
"72003"	1	"Levomepromazine 5mg/5ml oral suspension"	"Levomepromazine"	"1mg/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"1434"	12519	"Prochlorperazine 5mg suppositories"	"Prochlorperazine"	"5mg"	"Suppository"	"Rectal"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"512"	786350	"Stemetil 5mg Tablet (Castlemead Healthcare Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"Antipsychotic Products/-"	"Prochlorperazine"
"75605"	0	"Amisulpride 200mg tablets (Teva UK Ltd)"	"Amisulpride"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"52050"	0	"Haloperidol 1.5mg/5ml oral suspension"	"Haloperidol"	"300microgram/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"46224"	1603	"Paliperidone 50mg/0.5ml prolonged-release suspension for injection pre-filled syringes"	"Paliperidone"	"100mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"51240"	12	"Risperidone 125micrograms/5ml oral solution"	"Risperidone"	"25microgram/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"55890"	14	"Promazine 50mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Promazine"	"50mg/5ml"	"Liquid"	NA	"Antipsychotic Products"	"Promazine"
"69511"	6	"Olanzapine 10mg tablets (Teva UK Ltd)"	"Olanzapine"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"4434"	2907	"Chlorpromazine 50mg/5ml oral solution"	"Chlorpromazine"	"10mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"70992"	0	"Quetiapine 100mg tablets (Sun Pharma UK Ltd)"	"Quetiapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"44186"	1	"Chlorpromazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"35723"	1010	"Fluphenazine decanoate 50mg/2ml solution for injection ampoules"	"Fluphenazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"24107"	2	"FLUPHENAZINE HCl ELI"	"Fluphenazine"	NA	NA	NA	"Unknown"	"Fluphenazine"
"47498"	210	"Olanzapine 20mg oral lyophilisates sugar free"	"Olanzapine"	NA	NA	NA	"Unknown"	"Olanzapine"
"83485"	0	"Chlorpromazine 50mg tablets (Almus Pharmaceuticals Ltd)"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"12619"	130	"Loxapac 25mg capsules (Wyeth Pharmaceuticals)"	"Loxapine"	"25mg"	"Oral capsule"	"Oral"	"Unknown"	"Loxapine"
"42000"	6	"Haloperidol 2mg/ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"2mg/ml"	"Liquid"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"32064"	1885	"Prochlorperazine 5mg tablets (Actavis UK Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"15171"	1339	"Droleptan 10mg Tablet (Janssen-Cilag Ltd)"	"Droperidol"	"10mg"	"Tablet"	"Oral"	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"
"57160"	2219	"Olanzapine 5mg oral lyophilisates sugar free"	"Olanzapine"	"5mg"	"Oral lyophilisate"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"62943"	13091	"Biquelle XL 400mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"588"	881166	"Chlorpromazine 25mg tablets"	"Chlorpromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"57170"	50	"Psytixol 100mg/1ml solution for injection ampoules (Viatris UK Healthcare Ltd)"	"Flupentixol"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"9347"	9691	"Clopixol 25mg tablets (Lundbeck Ltd)"	"Zuclopenthixol"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"55012"	12	"Largactil 10mg tablets (Sanofi)"	"Chlorpromazine"	"10mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"41995"	1	"Promazine 50mg/ml Injection (Genus Pharmaceuticals Ltd)"	"Promazine"	"50mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Products"	"Promazine"
"87124"	26	"Olanzapine 5mg orodispersible tablets sugar free (Dr Reddy's Laboratories (UK) Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"16575"	22010	"Aripiprazole 1mg/ml oral solution"	"Aripiprazole"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"1857"	269515	"Trifluoperazine 1mg tablets"	"Trifluoperazine"	"1mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"
"66479"	5916	"Aripiprazole 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes"	"Aripiprazole"	"400mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"38840"	109085	"Quetiapine 400mg modified-release tablets"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"55620"	0	"Flupentixol Liquid"	"Flupentixol"	NA	"Liquid"	NA	"Antipsychotic Products/Other Antidepressants"	"Flupentixol"
"35455"	6332	"Modecate Concentrate 100mg/1ml solution for injection ampoules (Sanofi)"	"Fluphenazine"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"34905"	102	"Thioridazine 25mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Thioridazine"	"25mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"67247"	277	"Largactil 50mg tablets (Waymade Healthcare Plc)"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"2136"	56826	"Depixol 20mg/ml Injection (Lundbeck Ltd)"	"Flupentixol"	"20mg/ml"	"Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"Antipsychotic Depot Injections"	"Flupentixol"
"86747"	26	"Risperidone 500microgram orodispersible tablets sugar free (Viatris UK Healthcare Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"31538"	63	"Clopixol Acuphase 100mg/2ml solution for injection ampoules (Lundbeck Ltd)"	"Zuclopenthixol"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"87975"	1	"Risperidone 1mg/ml oral solution sugar free (Teva UK Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"82439"	0	"Chlorpromazine 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"14859"	25811	"Seroquel 25mg tablets (Luye Pharma Ltd)"	"Quetiapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"83700"	17	"Risperidone 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"90306"	2886	"Quetiapine 50mg tablets"	"Quetiapine"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"6838"	16537	"Olanzapine 15mg Orodispersible tablet"	"Olanzapine"	"15mg"	"Orodispersible Tablet"	"Oral"	"Antipsychotic Products"	"Olanzapine"
"8311"	724	"Chlorpromazine 25mg/ml injection"	"Chlorpromazine"	"25mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Products/-"	"Chlorpromazine"
"12579"	1647	"RISPERDAL(3 MG) 3 MG TAB"	"Risperidone"	NA	"Tablet"	"Oral"	"Unknown"	"Risperidone"
"12137"	27	"CHLORPROMAZINE HCl 25 MG TAB"	"Chlorpromazine"	NA	"Tablet"	"Oral"	"Unknown"	"Chlorpromazine"
"12921"	1799	"Haldol 2mg/ml oral solution (Essential Pharma Ltd)"	"Haloperidol"	"2mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"53951"	4	"Levomepromazine maleate 6.25mg/5ml oral solution"	"Levomepromazine"	"1.25mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"89469"	22	"Chlorpromazine 25mg tablets (Genesis Pharmaceuticals Ltd)"	"Chlorpromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"32122"	63	"Prochlorperazine 12.5mg/1ml solution for injection ampoules (Advanz Pharma)"	"Prochlorperazine"	"12.5mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"61575"	2599	"Ebesque XL 50mg tablets (Ethypharm UK Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"35065"	6046	"Fluphenazine decanoate 25mg/1ml solution for injection ampoules"	"Fluphenazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"6023"	72769	"Olanzapine 10mg Orodispersible tablet"	"Olanzapine"	"10mg"	"Orodispersible Tablet"	"Oral"	"Antipsychotic Products"	"Olanzapine"
"4232"	11097	"Nozinan 25mg tablets (Neuraxpharm UK Ltd)"	"Levomepromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
