"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Insulin"
"82473"	127	"Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"Biphasic Insulins"	"Insulin"
"56489"	451	"NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"16160"	9320	"Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Biphasic Insulins"	"Insulin"
"11056"	13574	"Insulin biphasic isophane human pyr 30:70; 100 units/ml Injection"	"Insulin"	"30:70; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"5933"	16452	"Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"60933"	265	"Humulin M3 100units/ml suspension for injection 10ml vials (Sigma Pharmaceuticals Plc)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"10133"	4278	"U100 Insulin syringe 1ml"	"Insulin"	"1ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"19977"	65	"Omnican 50 hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.3mm/30gauge (B.Braun Medical Ltd)"	"Insulin"	"0.5ml/U100"	"Insulin Syringe With 12Mm Needle(30G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"76880"	206	"Microdot Max Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"79512"	86	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Nipro Diagnostics (UK) Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"76512"	4	"Insulin biphasic isophane human emp 30:70; 100 units/ml Injection"	"Insulin"	"30:70; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"50691"	62	"Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"80unit/1ml + 20unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"20995"	10349	"Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Biphasic Insulins"	"Insulin"
"11346"	2366	"B-d u-100 0.3ml Insulin syringe (Becton, Dickinson UK Ltd)"	"Insulin"	"0.3ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"63704"	4377	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Silver (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"77012"	1	"Humalog 100units/ml solution for injection 10ml vials (DE Pharmaceuticals)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"13009"	4354	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.36mm/28gauge"	"Insulin"	"0.5ml"	"Insulin Syringe With 12Mm Needle(28G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"81491"	41	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"67279"	107	"Pork Insulatard 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"56352"	463	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Green (Eli Lilly and Company Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"14345"	12523	"Apidra 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"65495"	342	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (A. Menarini Diagnostics Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"1589"	434084	"U100 Insulin syringe 0.5ml"	"Insulin"	"0.5ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"14649"	515	"Insulin biphasic isophane human pyr 10:90; 100 units/ml Injection"	"Insulin"	"10:90; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"38774"	21284	"NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Novo Nordisk Ltd)"	"Insulin"	"3ml/1-60 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"21945"	347	"INSULIN PORK INSULATARD"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"56808"	663	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (B.Braun Medical Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"9619"	325	"Bd Ultra Pen 1.5ml Insulin pen (Becton, Dickinson UK Ltd)"	"Insulin"	"1.5ml"	"Insulin Pen"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"55618"	433	"Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"8118"	3936	"Humaject i 100iu/ml Pen (Eli Lilly and Company Ltd)"	"Insulin"	"100iu/ml"	"Pen"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"84037"	457	"Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"23636"	8094	"Insulin 1ml disposable syringe"	"Insulin"	"1ml"	"Syringe"	NA	"-"	"Insulin"
"89776"	498	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"71369"	535	"NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"4248"	662	"INSULIN NOVO ULTRATARD MC 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"89618"	332	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"17731"	1131	"Penmix 50/50 100iu/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"35260"	16696	"Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"28978"	6	"INSULIN PUR-IN MIX 15/85 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"11337"	7504	"NovoRapid Novolet 100units/ml solution for injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"66335"	8	"Insulin biphasic isophane porcine 50:50; 100 units/ml Injection"	"Insulin"	"50:50; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"7237"	216837	"Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"2812"	8370	"Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)"	"Insulin"	"40unit/1ml + 60unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"83186"	8	"Neulente 100unit/ml Injection (Wellcome Medical Division)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"90569"	7	"Admelog 100units/ml solution for injection 10ml vials (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"35218"	179	"Optipen pro 1 yellow insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma)"	"Insulin"	"3ml/1-60 units"	"Insulin Pen"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"60609"	225	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"20195"	4	"INSULIN BOVINE PROTAMINE ZINC 40 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"14313"	8197	"Insulin lispro 100units/ml solution for injection 3ml cartridges"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"29837"	2	"Insulin biphasic isophane human prb 25:75; 100 units/ml Injection"	"Insulin"	"25:75; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"2454"	530914	"Mixtard 30 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)"	"Insulin"	"100iu/ml"	"Penfill"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"6831"	3987	"HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Teal (Eli Lilly and Company Ltd)"	"Insulin"	"3ml/1-60 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"64354"	84265	"Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Sanofi)"	"Insulin"	"300unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"1806"	52172	"Penmix 30/70 100iu/ml Penfill (Novo Nordisk Ltd)"	"Insulin"	"100iu/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"14918"	31181	"Humulin I 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"25736"	57	"Insulin isophane biphasic human 10/90 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"10unit/1ml + 90unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"55627"	4052	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"14339"	3732	"Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"28723"	0	"INSULIN ZINC BOVINE SUSPENSION"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"23231"	1537	"Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"52522"	1	"Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (DE Pharmaceuticals)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"55603"	1	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (DE Pharmaceuticals)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"90068"	19	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"322"	185550	"Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"7266"	475631	"Lantus 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"55907"	4223	"Insulin degludec 100units/ml solution for injection 3ml cartridges"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"60967"	1324	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge (Terumo UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"48576"	61307	"BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"29567"	1444	"Insulin aspart 100units/ml solution for injection 10ml vials"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"23003"	1	"INSULIN ISOPHANE (NPH) 40 I/U"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"75550"	54	"Insulin isophane biphasic human 15/85 100units/ml suspension for injection 5ml vials"	"Insulin"	"85unit/1ml + 15unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"48501"	1710	"HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Champagne (Eli Lilly and Company Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"12060"	148	"INSULIN QUICKSOL (SOLUBLE NEUTRAL) 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"34031"	138	"Monotard mc 100unit/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"16152"	2877	"Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"28442"	58	"Insulin glulisine 100unit/ml Solution for injection"	"Insulin"	"100unit/ml"	"Solution For Injection"	"Intramuscular"	"Short-Acting Insulins"	"Insulin"
"52722"	64	"Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"62180"	148	"Insulin aspart 100units/ml solution for injection 1.6ml cartridges"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"54462"	1	"Insulin biphasic isophane human emp 25:75; 100 units/ml Injection"	"Insulin"	"25:75; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"22987"	47	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge"	"Insulin"	"12mm/29gauge"	"Hypodermic Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"
"6209"	242395	"NovoRapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"5769"	1768	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.4mm/27gauge"	"Insulin"	"0.5ml"	"Insulin Syringe With 12Mm Needle(27G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"75329"	49	"Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"27911"	1	"INSULIN HUMAN ACTRAPID PENFILL"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"25006"	0	"INSULIN HUMAN ACTRAPID (NEUTRAL)"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"6753"	2905	"Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units Green (Novo Nordisk Ltd)"	"Insulin"	"3ml/1-35 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"6447"	7141	"Insulin aspart human pyr 100 iu/ml Injection"	"Insulin"	"100 iu/ml"	"Injection"	"Intramuscular"	"Short-Acting Insulins"	"Insulin"
"35017"	294	"Optipen pro 1 white insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma)"	"Insulin"	"3ml/1-60 units"	"Insulin Pen"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"22946"	111	"Omnican 100 hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.3mm/30gauge (B.Braun Medical Ltd)"	"Insulin"	"1ml/U100"	"Insulin Syringe With 12Mm Needle(30G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"14930"	11306	"Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"86448"	9881	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"63118"	228	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Diabetes Care Technology Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"80506"	338	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Nipro Diagnostics (UK) Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"59846"	12637	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"
"36356"	33	"Insulin human 3mg inhalation powder blisters"	"Insulin"	"3mg"	"Inhalation powder"	"Inhalation"	"Unknown"	"Insulin"
"48811"	3250	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"22496"	46	"INSULIN ZINC LENTE PURIFIED SUSPENSION"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"4198"	197220	"Humulin m3 100unit/ml M3 injection (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/ml"	"M3 Injection"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"1594"	38760	"Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"Unknown"	"Insulin"
"8838"	559	"INSULIN SEMITARD 40 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"1587"	123863	"Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Unknown"	"Insulin"
"5789"	31549	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge"	"Insulin"	"0.5ml"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"2220"	1257	"Penmix 20/80 Pen (Novo Nordisk Ltd)"	"Insulin"	NA	"Pen"	NA	"Intermediate- And Long-Acting Insulins"	"Insulin"
"33356"	505	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Insulin"	"12mm/29gauge"	"Hypodermic Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"41959"	7	"Penject 100unit/ml Injection device (Hypoguard Ltd)"	"Insulin"	"100unit/ml"	"Injection Device"	"Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"14644"	945	"Insulin biphasic isophane human prb 20:80; 100 units/ml Injection"	"Insulin"	"20:80; 100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"67230"	1885	"Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"80878"	1	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)"	"Insulin"	NA	"Device"	NA	"Unknown"	"Insulin"
"60951"	92	"Insulin human 100units/ml solution for injection 10ml vials"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Insulins"	"Insulin"
"23992"	567	"Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"84649"	916	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"321"	630	"INSULIN HUMAN ACTRAPID (NEUTRAL) 40 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"71137"	16	"Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"66447"	25088	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"59005"	98111	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Diabetic Hypodermic Equipment/Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"58961"	188743	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Diabetic Hypodermic Equipment/Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"64460"	401	"Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices"	"Insulin"	"300unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"58578"	63	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"59004"	65651	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Diabetic Hypodermic Equipment/Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"70807"	47	"AllStar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Teal (Sanofi)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"11878"	6368	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge"	"Insulin"	"1ml"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"71958"	729	"AllStar Pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Blue (Sanofi)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"81916"	2881	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
