"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"	"Gen"	"AP"
"5262"	343311000001101	"73799020"	"Risperdal 1mg/ml oral solution (Janssen-Cilag Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"5283"	321624009	"85203020"	"Quetiapine 25mg tablets"	"Quetiapine fumarate"	"25mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"5298"	321414007	"62039020"	"Fluphenazine 5mg tablets"	"Fluphenazine hydrochloride"	"5mg"	"Tablet"	"Oral"	"00000000"	"Unknown"	1	"Fluphenazine"
"5497"	367711000001104	"51691020"	"Stemetil 25mg tablets (Sanofi)"	"Prochlorperazine maleate"	"25mg"	"Tablet"	"Oral"	"00000000"	"Unknown"	1	"Prochlorperazine"
"5510"	179415001000027104	"72187020"	"Prochlorperazine mesilate 12.5mg/ml injection"	"Prochlorperazine Mesilate"	"12.5mg/ml"	"Injection"	""	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Prochlorperazine"
"5545"	522711000001106	"56175020"	"Serenace 500microgram capsules (Teva UK Ltd)"	"Haloperidol"	"500microgram"	"Capsule"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"5597"	3686111000001104	"50459020"	"Moditen 1mg tablets (Sanofi)"	"Fluphenazine hydrochloride"	"1mg"	"Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Fluphenazine"
"5653"	321613007	"83404020"	"Olanzapine 7.5mg tablets"	"Olanzapine"	"7.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"5658"	322991005	"75708020"	"Lamotrigine 25mg dispersible tablets sugar free"	"Lamotrigine"	"25mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"5707"	321407005	"62029020"	"Flupentixol 3mg tablets"	"Flupentixol dihydrochloride"	"3mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Flupentixol"
"5712"	3679611000001105	"48897020"	"Depixol 3mg tablets (Lundbeck Ltd)"	"Flupentixol dihydrochloride"	"3mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Flupentixol"
"5722"	3147211000001102	"75677020"	"Lamictal 100mg dispersible tablets (GlaxoSmithKline UK Ltd)"	"Lamotrigine"	"100mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"5762"	183065001000027104	"72839020"	"Clopixol acuphase 50mg/ml Oily injection (Lundbeck Ltd)"	"Zuclopenthixol Acetate"	"50mg/ml"	"Oily Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"04020100"	"Antipsychotic Drugs"	1	"Zuclopenthixol"
"5821"	321491003	"65798020"	"Pimozide 4mg tablets"	"Pimozide"	"4mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Pimozide"
"5848"	134538003	"57489020"	"Valproic acid 250mg gastro-resistant tablets"	"Valproate semisodium"	"250mg"	"Gastro-resistant tablet"	"Oral"	"04020300/04070402"	"Drugs Used For Mania And Hypomania/Prophylaxis Of Migraine"	3	"Valproate"
"5907"	322992003	"75709020"	"Lamotrigine 100mg dispersible tablets sugar free"	"Lamotrigine"	"100mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"5927"	134517009	"85994020"	"Amisulpride 400mg tablets"	"Amisulpride"	"400mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Amisulpride"
"5971"	196011000001108	"73038020"	"Buccastem M 3mg tablets (Alliance Pharmaceuticals Ltd)"	"Prochlorperazine maleate"	"3mg"	"Buccal tablet"	"Buccal"	"04065400"	"Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"6023"	305455001000027136	"81016020"	"Olanzapine 10mg Orodispersible tablet"	"Olanzapine"	"10mg"	"Orodispersible Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	2	"Olanzapine"
"6036"	36021611000001104	"66245020"	"Prochlorperazine 5mg/5ml oral solution"	"Prochlorperazine mesilate"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"6064"	321460009	"64326020"	"Levomepromazine 25mg/1ml solution for injection ampoules"	"Levomepromazine hydrochloride"	"25mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
"6109"	254011000001107	"86001020"	"Solian 400 tablets (Sanofi)"	"Amisulpride"	"400mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Amisulpride"
"6134"	463911000001104	"63136020"	"Dozic 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"6305"	134537008	"57490020"	"Valproic acid 500mg gastro-resistant tablets"	"Valproate semisodium"	"500mg"	"Gastro-resistant tablet"	"Oral"	"04020300/04070402"	"Drugs Used For Mania And Hypomania/Prophylaxis Of Migraine"	3	"Valproate"
"6373"	4054011000001109	"79476020"	"Risperidone 1mg orodispersible tablets sugar free"	"Risperidone"	"1mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"6409"	36037711000001104	"79267020"	"Lamotrigine 2mg dispersible tablets sugar free"	"Lamotrigine"	"2mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"6412"	305445001000027072	"81015020"	"Olanzapine 5mg Orodispersible tablet"	"Olanzapine"	"5mg"	"Orodispersible Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	2	"Olanzapine"
"6443"	35931311000001104	"66278020"	"Promazine 25mg/5ml oral solution"	"Promazine hydrochloride"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Promazine"
"6482"	35901111000001104	"81945020"	"Amisulpride 100mg/ml oral solution sugar free"	"Amisulpride"	"100mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Amisulpride"
"6523"	82855001000027104	"58506020"	"Haldol 5mg/ml Injection (Janssen-Cilag Ltd)"	"Haloperidol"	"5mg/ml"	"Injection"	"Subcutaneous Infusion"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Haloperidol"
"6524"	400645002	"80139020"	"Amisulpride 100mg tablets"	"Amisulpride"	"100mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Amisulpride"
"6560"	322967001	"81319020"	"Sodium valproate 500mg modified-release tablets"	"Sodium valproate"	"500mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"6561"	406787003	"87944020"	"Aripiprazole 10mg tablets"	"Aripiprazole"	"10mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"6573"	406788008	"87946020"	"Aripiprazole 15mg tablets"	"Aripiprazole"	"15mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"6711"	322966005	"76811020"	"Sodium valproate 300mg modified-release tablets"	"Sodium valproate"	"300mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"6838"	305345001000027136	"55972020"	"Olanzapine 15mg Orodispersible tablet"	"Olanzapine"	"15mg"	"Orodispersible Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	2	"Olanzapine"
"6850"	376807001	"59434020"	"Olanzapine 15mg tablets"	"Olanzapine"	"15mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"6864"	476411000001108	"85215020"	"Seroquel 200mg tablets (AstraZeneca UK Ltd)"	"Quetiapine fumarate"	"200mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"7011"	195395001000027104	"74929020"	"Sodium valproate with valproic acid 300mg modified release tablets"	"Sodium Valproate"	"300mg"	"Modified Release Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"7022"	2927711000001103	"66209020"	"Lamictal 50mg tablets (GlaxoSmithKline UK Ltd)"	"Lamotrigine"	"50mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"7023"	2928811000001105	"66210020"	"Lamictal 100mg tablets (GlaxoSmithKline UK Ltd)"	"Lamotrigine"	"100mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"7039"	429830008	"87045020"	"Quetiapine 300mg tablets"	"Quetiapine fumarate"	"300mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"7064"	3846411000001106	"70972020"	"Depakote 250mg gastro-resistant tablets (Sanofi)"	"Valproate semisodium"	"250mg"	"Gastro-resistant tablet"	"Oral"	"04020300/04070402"	"Drugs Used For Mania And Hypomania/Prophylaxis Of Migraine"	3	"Valproate"
"7382"	9045911000001108	"88875020"	"Risperidone 500microgram orodispersible tablets sugar free"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"7390"	9536311000001104	"87840020"	"Levomepromazine 6mg tablets"	"Levomepromazine maleate"	"6mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
"7436"	3245711000001101	"56187020"	"Serenace 5mg/1ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)"	"Haloperidol"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"7479"	29505001000027104	"51687020"	"Stelazine 1mg/ml Injection (Goldshield Pharmaceuticals Ltd)"	"Trifluoperazine Hydrochloride"	"1mg/ml"	"Injection"	""	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Trifluoperazine"
"7493"	67085001000027104	"56450020"	"Largactil 100mg Tablet (Hawgreen Ltd)"	"Chlorpromazine hydrochloride"	"100mg"	"Tablet"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Chlorpromazine"
"7514"	869511000001104	"56468020"	"Largactil 50mg/2ml solution for injection ampoules (Sanofi)"	"Chlorpromazine hydrochloride"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"7593"	29545001000027108	"51692020"	"Stemetil 5mg/5ml Oral solution (Castlemead Healthcare Ltd)"	"Prochlorperazine mesilate"	"1mg/1ml"	"Oral solution"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Prochlorperazine"
"7833"	21045001000027104	"50677020"	"Neulactil 2.5mg Tablet (JHC Healthcare Ltd)"	"Pericyazine"	"2.5mg"	"Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Pericyazine"
"7834"	321473008	"65579020"	"Pericyazine 2.5mg tablets"	"Pericyazine"	"2.5mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Pericyazine"
"7918"	3825711000001105	"50460020"	"Moditen 2.5mg tablets (Sanofi)"	"Fluphenazine hydrochloride"	"2.5mg"	"Tablet"	"Oral"	"00000000"	"Unknown"	1	"Fluphenazine"
"7919"	3680911000001104	"49429020"	"Fentazin 4mg tablets (AMCo)"	"Perphenazine"	"4mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Perphenazine"
"8031"	21055001000027100	"50678020"	"Neulactil 10mg Tablet (JHC Healthcare Ltd)"	"Pericyazine"	"10mg"	"Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Pericyazine"
"8032"	321474002	"65580020"	"Pericyazine 10mg tablets"	"Pericyazine"	"10mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Pericyazine"
"8041"	321730000	"64016020"	"Lithium carbonate 250mg tablets"	"Lithium carbonate"	"250mg"	"Tablet"	"Oral"	"04020300"	"Drugs Used For Mania And Hypomania"	3	"Lithium"
"8042"	710411000001106	"51686020"	"Stelazine 15mg Spansules (Mercury Pharma Group Ltd)"	"Trifluoperazine hydrochloride"	"15mg"	"Modified-release capsule"	"Oral"	"00000000"	"Unknown"	1	"Trifluoperazine"
"8044"	26805001000027108	"51357020"	"Redeptin 2mg/ml Injection (Janssen-Cilag Ltd)"	"Fluspirilene"	"2mg/ml"	"Injection"	""	"04020200"	"Antipsychotic Depot Injections"	1	"Fluspirilene"
"8045"	89265001000027104	"02865007"	"CHLORPROMAZINE 200 MG TAB"	""	""	""	""	"00000000"	"Unknown"	1	"Chlorpromazine"
"8046"	321573006	"72580020"	"Clozapine 25mg tablets"	"Clozapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Clozapine"
"8047"	321574000	"72581020"	"Clozapine 100mg tablets"	"Clozapine"	"100mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Clozapine"
"8129"	36053411000001104	"72227020"	"Haloperidol 20mg/2ml solution for injection ampoules"	"Haloperidol"	"10mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"00000000"	"Unknown"	1	"Haloperidol"
"8136"	76235001000027104	"02431007"	"HALOPERIDOL 5 MG LIQ"	""	""	""	""	"00000000"	"Unknown"	1	"Haloperidol"
"8153"	502611000001107	"56183020"	"Serenace 2mg/ml liquid (Teva UK Ltd)"	"Haloperidol"	"2mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"8311"	181705001000027104	"72597020"	"Chlorpromazine 25mg/ml injection"	"Chlorpromazine Hydrochloride"	"25mg/ml"	"Injection"	""	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Chlorpromazine"
"8377"	321413001	"62038020"	"Fluphenazine 2.5mg tablets"	"Fluphenazine hydrochloride"	"2.5mg"	"Tablet"	"Oral"	"00000000"	"Unknown"	1	"Fluphenazine"
"8506"	181755001000027104	"72606020"	"Chlorpromazine 100mg suppository"	"Chlorpromazine Hydrochloride"	"100mg"	"Suppository"	"Rectal"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Chlorpromazine"
"8519"	8359411000001103	"72588020"	"Chlorpromazine 100mg/5ml oral solution"	"Chlorpromazine hydrochloride"	"20mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"8537"	145395001000027104	"67240020"	"Trifluoperazine 1mg/ml Injection"	"Trifluoperazine Hydrochloride"	"1mg/ml"	"Injection"	""	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Trifluoperazine"
"8637"	135105001000027104	"65799020"	"Pimozide 10mg tablet"	"Pimozide"	"10mg"	"Tablets"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Pimozide"
"8689"	34215001000027108	"52248020"	"Vertigon spansule 10 10mg Spansule (GlaxoSmithKline Consumer Healthcare)"	"Prochlorperazine Maleate"	"10mg"	"Spansule"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Prochlorperazine"
"8712"	107035001000027104	"62033020"	"Flupentixol decanoate 100mg/ml Injection"	"Flupentixol Decanoate"	"100mg/ml"	"Injection"	""	"04020200"	"Antipsychotic Depot Injections"	1	"Flupentixol"
"8771"	67045001000027104	"56444020"	"Largactil 10mg Tablet (Hawgreen Ltd)"	"Chlorpromazine hydrochloride"	"10mg"	"Tablet"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Chlorpromazine"
"8774"	884511000001101	"50352020"	"Melleril 100mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Thioridazine hydrochloride"	"100mg"	"Tablet"	"Oral"	"00000000"	"Unknown"	1	"Thioridazine"
"8827"	121375001000027104	"64017020"	"Lithium carbonate 300mg Modified-release tablet"	"Lithium Carbonate"	"300mg"	"Modified-release Tablet"	"Oral"	"04020300"	"Drugs Used For Mania And Hypomania"	3	"Lithium"
"8881"	186935001000027104	"73439020"	"Remoxipride 150mg capsule"	"Remoxipride Hydrochloride Monohydrate"	"150mg"	"Capsules"	"Oral"	"04020100"	"Antipsychotic Drugs"	2	"Remoxipride"
"8885"	220011000001104	"75354020"	"Orlept 500mg gastro-resistant tablets (Wockhardt UK Ltd)"	"Sodium valproate"	"500mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"8903"	35931111000001108	"66837020"	"Sulpiride 200mg/5ml oral solution sugar free"	"Sulpiride"	"40mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Sulpiride"
"8921"	15155001000027104	"49952020"	"Integrin 10mg Capsule (Sanofi-Synthelabo Ltd)"	"Oxypertine"	"10mg"	"Capsule"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Oxypertine"
"8922"	321465004	"65315020"	"Oxypertine 10mg capsules"	"Oxypertine"	"10mg"	"Capsule"	"Oral"	"00000000"	"Unknown"	1	"Oxypertine"
"8979"	899811000001103	"56176020"	"Serenace 1.5mg tablets (Teva UK Ltd)"	"Haloperidol"	"1.5mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"8985"	636711000001103	"51678020"	"Stelazine 1mg/5ml syrup (Mercury Pharma Group Ltd)"	"Trifluoperazine hydrochloride"	"200microgram/1ml"	"Oral solution"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Trifluoperazine"
"8988"	99895001000027104	"03249007"	"PROMAZINE HCl 25 MG TAB"	""	""	""	""	"00000000"	"Unknown"	1	"Promazine"
"9022"	107125001000027104	"62048020"	"Fluphenazine decanoate 25mg/ml Injection"	"Fluphenazine Decanoate"	"25mg/ml"	"Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"9168"	108285001000027104	"03536007"	"SOD VALPROATE C/R 200 MG TAB"	""	""	""	""	"00000000"	"Unknown"	3	"Valproate"
"9190"	18956611000001104	"61238020"	"Chlorpromazine 25mg/5ml oral solution sugar free"	"Chlorpromazine hydrochloride"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"9247"	321512009	"66838020"	"Sulpiride 400mg tablets"	"Sulpiride"	"400mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Sulpiride"
"9281"	195385001000027104	"74928020"	"Sodium valproate with valproic acid 200mg modified release tablets"	"Sodium Valproate"	"200mg"	"Modified Release Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"9340"	518911000001100	"49439020"	"Risperdal 3mg tablets (Janssen-Cilag Ltd)"	"Risperidone"	"3mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"9347"	618211000001102	"48714020"	"Clopixol 25mg tablets (Lundbeck Ltd)"	"Zuclopenthixol dihydrochloride"	"25mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Zuclopenthixol"
"9387"	321534006	"67033020"	"Thioridazine 25mg/5ml oral suspension"	"Thioridazine"	"5mg/1ml"	"Oral suspension"	"Oral"	"00000000"	"Unknown"	1	"Thioridazine"
"9475"	429611000001104	"73798020"	"Risperdal 4mg tablets (Janssen-Cilag Ltd)"	"Risperidone"	"4mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"9515"	3905611000001104	"55210020"	"Zoleptil 50 tablets (Movianto UK Ltd)"	"Zotepine"	"50mg"	"Tablet"	"Oral"	"04020100"	"Antipsychotic Drugs"	2	"Zotepine"
"9590"	322142000	"66246020"	"Prochlorperazine 5mg effervescent granules sachets sugar free"	"Prochlorperazine mesilate"	"5mg"	"Effervescent granules"	"Oral"	"00000000"	"Unknown"	1	"Prochlorperazine"
"9659"	858911000001109	"49438020"	"Risperdal 2mg tablets (Janssen-Cilag Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"9686"	321564003	"61507020"	"Zuclopenthixol 10mg tablets"	"Zuclopenthixol dihydrochloride"	"10mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Zuclopenthixol"
"9759"	3847111000001103	"70973020"	"Depakote 500mg gastro-resistant tablets (Sanofi)"	"Valproate semisodium"	"500mg"	"Gastro-resistant tablet"	"Oral"	"04020300/04070402"	"Drugs Used For Mania And Hypomania/Prophylaxis Of Migraine"	3	"Valproate"
"9794"	321626006	"85206020"	"Quetiapine 200mg tablets"	"Quetiapine fumarate"	"200mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"9965"	36137911000001104	"61242020"	"Chlorpromazine 100mg/5ml oral suspension sugar free"	"Chlorpromazine embonate"	"20mg/1ml"	"Oral suspension"	"Oral"	"00000000"	"Unknown"	1	"Chlorpromazine"
"9975"	206545001000027104	"78059020"	"Haloperidol 1mg/ml sugar free Oral solution"	"Haloperidol"	"1mg/ml"	"Oral Solution"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Haloperidol"
"10107"	228545001000027104	"85202020"	"Quetiapine Starter Pack"	"Quetiapine Fumarate"	""	"Starter Pack"	"Oral"	"04020100"	"Antipsychotic Drugs"	2	"Quetiapine"
"10111"	3145211000001105	"78980020"	"Lamictal 200mg tablets (GlaxoSmithKline UK Ltd)"	"Lamotrigine"	"200mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"10292"	72815001000027104	"02325007"	"LITHIUM 250 MG CAP"	""	""	""	""	"00000000"	"Unknown"	3	"Lithium"
"10356"	57255001000027104	"01793007"	"TRIFLUOPERAZINE TAB"	""	""	""	""	"00000000"	"Unknown"	1	"Trifluoperazine"
"10405"	143945001000027104	"67038020"	"Thioridazine 25mg/5ml sugar free Oral solution"	"Thioridazine Hydrochloride"	"25mg/5ml"	"Oral Solution"	"Oral"	"04020100"	"Antipsychotic Drugs"	1	"Thioridazine"
"10434"	189115001000027104	"73791020"	"Largactil 25mg/5ml Oral solution (Hawgreen Ltd)"	"Chlorpromazine hydrochloride"	"5mg/1ml"	"Oral solution"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Chlorpromazine"
"10435"	115105001000027104	"63114020"	"Haloperidol 10mg/ml Oral solution"	"Haloperidol"	"10mg/ml"	"Oral Solution"	"Oral"	"04020100/40120000"	"Antipsychotic Drugs/-"	1	"Haloperidol"
"10446"	170505001000027104	"05892007"	"CHLORPROMAZINE HCl 50 MG TAB"	""	""	""	""	"00000000"	"Unknown"	1	"Chlorpromazine"
"10514"	107135001000027104	"62049020"	"Fluphenazine decanoate 100mg/ml Injection"	"Fluphenazine Decanoate"	"100mg/ml"	"Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"04020200"	"Antipsychotic Depot Injections"	1	"Fluphenazine"
"10535"	57305001000027104	"01796007"	"TRIFLUOPERAZINE 5.00MG/ML 5 MG SYR"	""	""	""	""	"00000000"	"Unknown"	1	"Trifluoperazine"
"10565"	36053711000001104	"63123020"	"Haloperidol decanoate 50mg/1ml solution for injection ampoules"	"Haloperidol decanoate"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"04020101/04020200"	"First-generation Antipsychotic Drugs/Antipsychotic Depot Injections"	1	"Haloperidol"
"10666"	44411000001109	"52921020"	"Dolmatil 200mg tablets (Sanofi)"	"Sulpiride"	"200mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Sulpiride"
